,date_published,headline,publisher,description,category,keywords
90,2023-01-24T15:57:49Z,Britain’s Princess Eugenie pregnant with second child,CNN,"Britain’s Princess Eugenie, niece of King Charles III, is pregnant with her second child, Buckingham Palace said in a statement Tuesday.",world,"british royal family, celebrities, continents and regions, domestic alerts, domestic-entertainment, domestic-health and science, domestic-international news, europe, health and health care (by demographic group), health and medical, iab-diseases and conditions, iab-healthy living, iab-medical health, iab-pregnancy, iab-reproductive health, iab-women's health, international alerts, international-entertainment, international-health and science, maternal and child health, medical fields and specialties, misc people, northern europe, obstetrics and gynecology, pregnancy and childbirth, princess eugenie, royalty and monarchy, society, united kingdom, women's health"
91,2023-01-24T13:24:36Z,Skier Mikaela Shiffrin secures 83rd World Cup win to break Lindsey Vonn record,CNN,Two-time Olympic gold medalist and American skiing star Mikaela Shiffrin secured her 83rd World Cup win on Tuesday to break Lindsey Vonn’s record.,sport,"2022 fifa world cup, iab-attractions, iab-outdoor attractions, iab-skiing, iab-sports, lindsey vonn, mikaela shiffrin, snow skiing, sports and recreation, sports figures"
92,2023-01-24T10:01:18Z,Poland requests German approval to send Leopard 2 tanks to Ukraine,CNN,"Poland has formally asked for approval from Germany to transfer some of its German-made Leopard 2 tanks to Ukraine, its defense minister said Tuesday, raising the pressure on Berlin to respond to Kyiv’s pleas and send its own shipment of vehicles into the battlefield.",world,
93,2023-01-24T11:25:14Z,"As war continues in Ukraine, Shakhtar Donetsk wants to send message of hope with ‘miracle’ season",CNN,"Uprooted from its home in Ukraine’s Donbas region in 2014, soccer club Shakhtar Donetsk is accustomed to the change and upheaval brought about by war having played at stadiums around the country for close to a decade.",sport,
94,2023-01-24T09:58:20Z,Jessica Pegula crashes out of Australian Open as Victoria Azarenka cruises into semis,CNN,Victoria Azarenka produced a brilliant display of tennis to dispatch world No. 3 Jessica Pegula and reach the Australian Open semifinals.,sport,
95,2023-01-24T12:41:34Z,Local lifeguard Luke Shepardson wins iconic big-wave surf event at Hawaii’s Waimea Bay,CNN,A local lifeguard in Hawaii was the surprise winner of the prestigious Eddie Aikau Big Wave Invitational – dubbed the “Super Bowl of surfing” – after beating off competition from some of the sport’s biggest names.,sport,"continents and regions, domestic alerts, domestic-us news, hawaii, iab-extreme sports, iab-sports, iab-surfing and bodyboarding, international alerts, international-us news, north america, sports and recreation, surfing, the americas, united states, water sports"
96,2023-01-24T11:32:23Z,Recently retired Gareth Bale set to compete at PGA Tour’s Pebble Beach Pro-Am,CNN,"Just two weeks after retiring from football, Gareth Bale has confirmed he will be back competing with a ball at his feet next month – albeit a much smaller one.",sport,"beaches, california, continents and regions, destinations and attractions, domestic alerts, domestic-us news, football (soccer), gareth bale, golf, golf courses, iab-golf, iab-soccer, iab-sports, international alerts, international-us news, north america, pebble beach, pga tour, points of interest, southwestern united states, sports and recreation, sports figures, sports organizations and teams, the americas, united states"
97,2023-01-24T09:33:39Z,Rui Hachimura acquired by Los Angeles Lakers from the Washington Wizards,CNN,The Los Angeles Lakers have added Rui Hachimura to their roster after completing a trade for him from the Washington Wizards in exchange for Kendrick Nunn and three second-round picks.,sport,"basketball, iab-basketball, iab-sports, los angeles lakers, nba, nba eastern conference, nba pacific division, nba southeast division, nba western conference, sports and recreation, sports organizations and teams, washington wizards"
98,2023-01-24T09:30:48Z,"‘Disgrace’ if Djokovic not allowed to enter US and compete, says Haas",CNN,"Novak Djokovic could end the year as the world’s top-ranked player but it would be a “disgrace” if his chances are affected by not being able to compete in the United States due to his unvaccinated status, Indian Wells tournament director Tommy Haas said.",sport,"brand safety-nsf health issues, brand safety-nsf sensitive, communicable disease control, continents and regions, domestic alerts, domestic-health and science, florida, health and medical, iab-medical health, iab-vaccines, international alerts, international-health and science, miami, north america, novak djokovic, public health, southeastern united states, sports figures, the americas, united states, vaccination and immunization"
99,2023-01-24T08:50:20Z,Ben Shelton emerges as US tennis’ latest star during dream Australian Open run,CNN,"Rising stars from the United States feature prominently in the men’s side of the draw at the Australian Open, making up three of the eight players ithat reached reached the quarterfinals in Melbourne.",sport,"australia, australian open, continents and regions, domestic alerts, domestic-us news, grand slam tournaments, iab-sports, iab-tennis, international alerts, international-us news, north america, oceania, professional tennis, sports and recreation, sports events, tennis, tennis events, the americas, united states, us open (tennis)"
100,2023-01-23T12:36:53Z,​​Sebastian Korda: The rising US tennis star who is the ‘worst athlete in the family’,CNN,"Sebastian Korda may have knocked out some of the world’s best players in his run to his first Australian Open quarterfinal, but the 22-year-old still says he’s the “worst athlete” in his family.",sport,"athletes, australian open, grand slam tournaments, iab-sports, iab-tennis, professional tennis, sports and recreation, sports events, tennis, tennis events"
101,2023-01-23T16:54:54Z,"Welsh Rugby Union is facing allegations of sexism and discrimination, says a BBC investigation",CNN,The Welsh Rugby Union (WRU) is facing allegations of sexism and discrimination according to a BBC Wales Investigation program set to air on Monday.,sport,"bbc, brand safety-nsf discrimination, brand safety-nsf sensitive, companies, continents and regions, discrimination, domestic alerts, domestic-international news, europe, iab-rugby, iab-sports, investigations, northern europe, rugby, sex and gender, sex discrimination, societal issues, society, sports and recreation, united kingdom, wales"
102,2023-01-20T17:56:15Z,"Germany is ‘wasting time’ on sending tanks to Ukraine, its allies say. Here’s why the Leopard 2 is so important",CNN,"Pressure is growing on Germany to send Leopard 2 tanks to Ukraine, with Kyiv stepping up its pleas and a spat brewing between Berlin and some of its NATO allies.",world,"berlin, brand safety-nsf sensitive, brand safety-nsf war and military, brand safety-nsf weapons, business, economy and trade, conferences and conventions, continents and regions, domestic alerts, domestic-business, domestic-international news, domestic-us politics, eastern europe, economy and economic indicators, europe, germany, government organizations - intl, iab-business and finance, iab-business expos & conferences, iab-economy, iab-events, international alerts, international-business, international-us politics, kyiv, military, military weapons, nato, north america, poland, political figures - intl, russia, russia-ukraine conflict, the americas, ukraine, united states, unrest, conflicts and war, volodymyr zelensky, weapons and arms, western europe, world economic forum"
103,2023-01-23T14:49:23Z,Dallas Cowboys: ‘America’s Team’ returns to the drawing board after suffering another disappointing playoff defeat,CNN,It’s déjà vu for the Dallas Cowboys.,sport,"brand safety-nsf profanity, brand safety-nsf sensitive, business figures, coaches and trainers, continents and regions, dak prescott, dallas, dallas cowboys, domestic alerts, domestic-us news, football (american), football (american) events, iab-american football, iab-sports, international alerts, international-us news, jerry jones, national football conference, nfc east, nfl, north america, southwestern united states, sports and recreation, sports events, sports figures, sports organizations and teams, super bowl, texas, the americas, united states"
104,2023-01-23T14:27:55Z,"With 50 points from 19 games, Arsenal is in pole position to win a surprise Premier League title",CNN,“Extraordinary” is how manager Mikel Arteta summed up Arsenal’s season so far – and few would disagree.,sport,
105,2023-01-23T13:46:45Z,Jon Rahm continues blistering form with second-straight PGA Tour title at The American Express,CNN,"Sunday was the start of Lunar New Year, the Year of the Rabbit. In the golfing calendar, it marked a continuation of the year of Jon Rahm.",sport,"american express, companies, golf, iab-golf, iab-sports, jon rahm, pga tour, sports and recreation, sports figures, sports organizations and teams"
106,2023-01-23T05:54:03Z,Former tennis star Jelena Dokic slams trolls over offensive posts about her body,CNN,Former Australian tennis star Jelena Dokic has hit back at online trolls she says have bombarded her with negative comments about her body at the Australian Open.,sport,
107,2023-01-23T10:46:15Z,"Why is Britain’s health service, a much-loved national treasure, falling apart?",CNN,"Most winters, headlines warn that Britain’s National Health Service (NHS) is at “breaking point.” The alarms sound over and over and over again. But the current crisis has set warning bells ringing louder than before.",world,"a&e television networks llc, brand safety-nsf health issues, brand safety-nsf sensitive, brexit, business and industry sectors, business, economy and trade, companies, continents and regions, coronavirus, diseases and disorders, domestic alerts, domestic-coronavirus, domestic-health and science, domestic-international news, england, epidemics and outbreaks, europe, european union, government organizations - intl, health and medical, health care, health care facilities, health care professionals, hospitals, iab-business and finance, iab-diseases and conditions, iab-healthcare industry, iab-industries, iab-infectious diseases, iab-lung and respiratory health, iab-medical health, infectious diseases, international alerts, international-coronavirus, international-health and science, life forms, microscopic life, national health service, northern europe, physicians and surgeons, public health, respiratory diseases, united kingdom, viruses"
108,2023-01-23T10:39:56Z,Australian Open: Novak Djokovic cruises past Alex de Minaur in straight sets to reach quarterfinals,CNN,Novak Djokovic was in imperious form once again as he cruised past Alex de Minaur in straight sets to reach the Australian Open quarterfinals.,sport,
109,2023-01-22T05:27:12Z,"As a Russian offensive looms, Ukraine races to train military on new Western weapons",CNN,"A few kilometers from the Belarus border, Ukrainian forces are training for what they expect to be a brutal spring.",world,
110,2023-01-22T10:03:20Z,Brock Purdy: Bringing ‘respect’ to the ‘Mr. Irrelevant’ title,CNN,Mr. Irrelevant has never been so relevant in the NFL.,sport,"football (american), iab-american football, iab-sports, nfl, sports and recreation, sports organizations and teams"
111,2023-01-23T09:48:38Z,"Sal Bando, former MLB All-Star and World Series champion, dies at 78",CNN,"Sal Bando, a former four-time Major League Baseball (MLB) All-Star and three-time World Series champion, has died at the age of 78, the league announced on Saturday.",sport,"baseball, baseball and softball, baseball events, brand safety-nsf death, brand safety-nsf sensitive, death and dying, deaths and fatalities, iab-baseball, iab-bereavement, iab-family and relationships, iab-sports, mlb, mlb world series, society, sports and recreation, sports events, sports organizations and teams"
112,2023-01-23T09:40:59Z,‘Maybe they knew something we didn’t’: New Netflix series goes behind the scenes on golf’s most controversial year,CNN,"Set to premiere on Netflix in February, “Full Swing” will dive into the lives of golfers on the PGA Tour during the 2022 season.",sport,"broadcasting industry, business and industry sectors, business, economy and trade, companies, digital and streaming video, domestic alerts, domestic-business, golf, iab-business and finance, iab-computing, iab-entertainment industry, iab-golf, iab-industries, iab-internet, iab-media industry, iab-sports, iab-technology & computing, international alerts, international-business, internet and www, internet broadcasting, justin thomas, media industry, movie and video industry, netflix incorporated, sports and recreation, sports figures, streaming media, technology"
113,2023-01-22T11:21:17Z,"NFL Playoffs: 49ers defeat Cowboys, Cincinnati Bengals beat Buffalo Bills",CNN,"After the Kansas City Chiefs and Philadelphia Eagles beat the Jacksonville Jaguars and New York Giants respectively, all eyes were on the remaining Divisional Round matchups Sunday, with the Buffalo Bills facing the Cincinnati Bengals and the San Francisco 49ers hosting the Dallas Cowboys.",sport,
114,2023-01-21T09:44:46Z,"Protests in Stockholm, including Koran-burning, draw strong condemnation from Turkey",CNN,Turkish Defense Minister Hulusi Akar said on Saturday that a planned visit by his Swedish counterpart to Ankara has been canceled after Swedish authorities granted permission for protests in Stockholm.,world,
115,2023-01-22T09:43:37Z,Patrick Mahomes suffers injury scare as Kansas City Chiefs reach AFC championship game,CNN,The Kansas City Chiefs defeated the Jacksonville Jaguars 27-20 on Saturday to advance to the AFC championship game but there is now concern over the fitness of Patrick Mahomes.,sport,"afc championship game, afc west, american football conference, brand safety-nsf health issues, brand safety-nsf sensitive, diseases and disorders, domestic alerts, domestic-health and science, football (american), football (american) events, health and medical, iab-american football, iab-diseases and conditions, iab-injuries, iab-medical health, iab-sports, international alerts, international-health and science, kansas city chiefs, nfl, patrick mahomes, sports and recreation, sports events, sports figures, sports organizations and teams, wounds and injuries"
116,2023-01-22T11:31:27Z,Felix Auger-Aliassime’s loss means every player featured in Netflix’s ‘Break Point’ is no longer in Australian Open,CNN,And then there were none. Felix Auger-Aliassime’s fourth-round loss at the Australian Open means none of the stars of Netflix’s new tennis documentary ‘Break Point’ have made it through to the second week in Melbourne.,sport,"australian open, broadcasting industry, business and industry sectors, business, economy and trade, companies, digital and streaming video, domestic alerts, domestic-business, grand slam tournaments, iab-business and finance, iab-computing, iab-entertainment industry, iab-industries, iab-internet, iab-media industry, iab-social networking, iab-sports, iab-technology & computing, iab-tennis, international alerts, international-business, internet and www, internet broadcasting, media industry, movie and video industry, netflix incorporated, professional tennis, social media, sports and recreation, sports events, streaming media, technology, tennis, tennis events"
117,2023-01-22T12:05:44Z,How Damar Hamlin is inspiring Jessica Pegula at the Australian Open,CNN,"Jessica Pegula, the daughter of the owners of the Buffalo Bills, says Damar Hamlin’s incredible recovery has inspired her performances during this year’s Australian Open.",sport,"australian open, damar hamlin, grand slam tournaments, iab-sports, iab-tennis, professional tennis, sports and recreation, sports events, sports figures, tennis, tennis events"
118,2023-01-21T22:30:12Z,Buckingham Palace reveals details of three-day celebration to mark King Charles III’s coronation,CNN,"Buckingham Palace on Saturday revealed details of King Charles III’s coronation, set to be less extravagant than his mother’s ceremony 70 years ago, in a reflection of the cost-of-living crisis many Britons are enduring.",world,"arts and entertainment, brand safety-nsf sensitive, brand safety-nsf violence, british royal family, buckingham palace, buildings and structures, celebrities, concerts and musical performances, domestic alerts, domestic-entertainment, iab-entertainment, iab-music, international alerts, international-entertainment, misc people, music, music and dance, music groups and artists, palaces and castles, points of interest, prince charles, prince harry, royalty and monarchy, society"
119,2023-01-21T08:28:22Z,‘Every week you’re a loser.’ The brutal world of professional tennis,CNN,"One of the show’s stars, Nick Kyrgios, may not have watched it yet, while former world No. 1 Andy Murray says he has no interest in watching it. But Netflix’s new fly-on-the-wall documentary ‘Break Point’ has nevertheless made plenty of headlines since it was released this month.",sport,"iab-sports, iab-tennis, nick kyrgios, professional tennis, rafael nadal, sports and recreation, sports figures, tennis"
120,2023-01-22T04:42:45Z,Coco Gauff in tears as she faces up to Australian Open loss,CNN,"Coco Gauff broke down in tears after her straight sets defeat in the fourth round of the Australian Open on Sunday, while fellow American Jessica Pegula progressed to the quarterfinals.",sport,"australian open, cori gauff, grand slam tournaments, iab-sports, iab-tennis, professional tennis, sports and recreation, sports events, sports figures, tennis, tennis events"
121,2023-01-22T03:44:45Z,WNBPA will review Dearica Hamby’s allegation that the Las Vegas Aces treated her in an ‘unprofessional and unethical’ way for getting pregnant,CNN,The Women’s National Basketball Players Association said it will investigate basketball player Dearica Hamby’s claims that the Las Vegas Aces discriminated against her for getting pregnant.,sport,"basketball, brand safety-nsf discrimination, brand safety-nsf sensitive, continents and regions, discrimination, domestic alerts, domestic-health and science, domestic-us news, health and health care (by demographic group), health and medical, iab-basketball, iab-diseases and conditions, iab-healthy living, iab-medical health, iab-pregnancy, iab-reproductive health, iab-sports, iab-women's health, international alerts, international-health and science, international-us news, las vegas, maternal and child health, medical fields and specialties, nevada, north america, obstetrics and gynecology, pregnancy and childbirth, societal issues, society, southwestern united states, sports and recreation, the americas, united states, women's health"
122,2023-01-21T17:30:18Z,NFL Playoffs preview: A weekend of underdogs and juggernauts,CNN,"The NFL Playoffs are well underway. After last week’s exciting Super Wild Card Weekend, eight teams remain.",sport,"football (american), iab-american football, iab-sports, nfl, sports and recreation, sports organizations and teams"
123,2023-01-21T12:49:03Z,Andy Murray receives standing ovation from crowd despite Australian Open defeat,CNN,Andy Murray’s fairytale run at the Australian Open came to an end on Saturday after he was beaten by Roberto Bautista Agut.,sport,"andy murray, australian open, grand slam tournaments, iab-sports, iab-tennis, margaret court, professional tennis, sports and recreation, sports events, sports figures, tennis, tennis events"
124,2023-01-21T13:36:00Z,Pro Football Hall of Famer Shannon Sharpe in courtside altercation with Memphis Grizzlies players,CNN,Pro Football Hall of Famer Shannon Sharpe was involved in a fiery courtside exchange with Memphis Grizzlies players Ja Morant and Dillon Brooks during the Grizzlies’ 122-121 loss to the Los Angeles Lakers on Friday.,sport,"basketball, football (american), iab-american football, iab-basketball, iab-sports, ja morant, lebron james, memphis grizzlies, nba, nba southwest division, nba western conference, sports and recreation, sports figures, sports organizations and teams"
125,2023-01-21T11:48:23Z,Novak Djokovic overcomes injury to reach Australian Open round of 16,CNN,Novak Djokovic beat Grigor Dimitrov in straight sets – 7-6(9-7) 6-3 6-4 – to move in the last 16 of the Australian Open despite a labored performance from the world No. 5 who was visibly struggling to move at points during the match.,sport,"australian open, grand slam tournaments, grigor dimitrov, iab-sports, iab-tennis, novak djokovic, professional tennis, sports and recreation, sports events, sports figures, tennis, tennis events"
126,2023-01-20T12:46:02Z,The British royal family’s response to Prince Harry’s memoir is telling,CNN,"Last week was all about the Duke of Sussex. This week, it’s the royal family’s turn.",world,"auctions, books and reading, british royal family, celebrities, continents and regions, domestic alerts, domestic-entertainment, domestic-international news, england, europe, iab-biographies, iab-books and literature, iab-genres, international alerts, international-entertainment, iran, leisure and lifestyle, meghan, duchess of sussex, middle east, middle east and north africa, misc people, non-fiction books, northern europe, prince charles, prince harry, princess diana, royalty and monarchy, society, united kingdom"
127,2023-01-21T11:56:34Z,Why Germany is struggling to stomach the idea of sending tanks to Ukraine,CNN,The past 12 months has forced European leaders to seriously rethink their approach to national security.,world,"berlin, brand safety-nsf sensitive, brand safety-nsf war and military, brand safety-nsf weapons, continents and regions, defense departments, defense spending, domestic alerts, domestic-international news, domestic-us politics, eastern europe, europe, germany, government and public administration, government bodies and offices, government departments and authorities, government organizations - intl, iab-politics, international alerts, international relations, international relations and national security, international-us politics, military, military weapons, national security, nato, north america, olaf scholz, political figures - intl, politics, public finance, russia, russia-ukraine conflict, the americas, ukraine, united states, unrest, conflicts and war, weapons and arms, western europe"
128,2023-01-21T10:12:03Z,Brazilian soccer star Dani Alves jailed on sexual assault charge by Spanish court,CNN,"Brazilian soccer star Dani Alves, under investigation on a sexual assault charge, was remanded to jail on Friday by a Spanish judge, the Catalonia Higher Court of Justice press office said in a statement.",sport,"assault and battery, barcelona, brand safety-nsf crime, brand safety-nsf mature, brand safety-nsf sensitive, brand safety-nsf violence, catalonia, continents and regions, crime, law enforcement and corrections, crimes against persons, criminal offenses, dani alves, domestic alerts, domestic-international news, europe, football (soccer), iab-crime, iab-law, iab-soccer, iab-sports, law and legal system, sex crimes, sexual assault, sexual misconduct, societal issues, society, southern europe, spain, sports and recreation, sports figures, violence in society"
129,2023-01-21T06:47:33Z,"German indecision on Leopard 2 tanks a ‘disappointment,’ Ukraine’s deputy foreign minister says",CNN,Ukraine’s Deputy Foreign Minister Andriy Melnyk has expressed frustration in an interview with CNN over Germany’s indecision over whether to send its Leopard 2 tanks to Ukraine.,world,"continents and regions, domestic alerts, domestic-international news, eastern europe, europe, germany, government and public administration, government bodies and offices, government departments and authorities, iab-politics, international relations, international relations and national security, northern europe, russia, state departments and diplomatic services, ukraine, united kingdom, western europe"
130,2023-01-20T17:42:52Z,Top Indian wrestlers demand inquiry into allegations of sexual harassment against top official after days of protest in New Delhi,CNN,"Several leading Indian wrestlers are demanding an inquiry into allegations of sexual harassment against the president of the Wrestling Federation of India (WFI), amid a days-long protest in New Delhi.",sport,
131,2023-01-20T18:33:40Z,UK Prime Minister Rishi Sunak fined for failing to wear seatbelt,CNN,UK Prime Minister Rishi Sunak has been fined by police for failing to wear a seatbelt while riding in a car.,world,
132,2023-01-20T16:53:29Z,Australian rugby player Kurtley Beale suspended following arrest over sexual assault allegations,CNN,"Rugby Australia and NSW Waratahs have suspended Kurtley Beale after he was arrested and charged over sexual assault allegations on Friday in Kingsford, Australia, the union announced in a statement.",sport,"arrests, assault and battery, australia, brand safety-nsf crime, brand safety-nsf mature, brand safety-nsf sensitive, brand safety-nsf violence, continents and regions, crime, law enforcement and corrections, crimes against persons, criminal law, criminal offenses, domestic alerts, domestic-international news, iab-crime, iab-law, iab-rugby, iab-sports, law and legal system, law enforcement, oceania, rugby, sex crimes, sexual assault, sexual misconduct, societal issues, society, sports and recreation, violence in society"
133,2023-01-19T14:47:51Z,"Usain Bolt missing $12.8 million from investment account in Jamaica, his lawyer says",CNN,Lawyers for eight-time Olympic gold medalist Usain Bolt say more than $12.8 million is missing from his account with a Jamaican investment firm now under police and government investigation.,sport,
134,2023-01-20T09:35:58Z,Buffalo Bills safety Damar Hamlin still faces ‘lengthy recovery’ spokesman said,CNN,"More than two weeks after Buffalo Bills safety Damar Hamlin went into cardiac arrest during a game, a representative for Hamilin says the defensive player has a long road ahead of him.",sport,
135,2023-01-20T13:36:33Z,Romania extends detention of Andrew Tate and brother over allegations of rape and human trafficking,CNN,"Influencer Andrew Tate and his brother Tristan will remain in police custody until February 27 after a Romanian court on Friday extended their detention, Tate’s lawyers told CNN affiliate Antena 3.",world,"brand safety-nsf crime, brand safety-nsf mature, brand safety-nsf other, brand safety-nsf sensitive, brand safety-nsf violence, continents and regions, crime, law enforcement and corrections, crimes against persons, criminal offenses, domestic alerts, domestic-business, domestic-international news, eastern europe, europe, human rights, human rights violations, human trafficking, iab-computing, iab-crime, iab-internet, iab-politics, iab-social networking, iab-technology & computing, international alerts, international relations and national security, international-business, internet and www, romania, sex crimes, sexual assault, sexual misconduct, slavery, social media, societal issues, society, technology, violence in society"
136,2023-01-20T14:09:44Z,Brazilian footballer Dani Alves detained in Barcelona in relation to alleged sexual assault,CNN,"Brazilian footballer Dani Alves has been detained by police in Barcelona in relation to an investigation for an alleged sexual assault, a spokesperson for Catalan’s regional police told CNN on Friday.",sport,"assault and battery, barcelona, brand safety-nsf crime, brand safety-nsf mature, brand safety-nsf sensitive, brand safety-nsf violence, brazil, catalonia, continents and regions, crime, law enforcement and corrections, crimes against persons, criminal offenses, dani alves, domestic alerts, domestic-international news, europe, football (soccer), iab-crime, iab-soccer, iab-sports, latin america, sex crimes, sexual assault, sexual misconduct, societal issues, society, south america, southern europe, spain, sports and recreation, sports figures, the americas, violence in society"
137,2023-01-20T13:55:37Z,‘Nightmare for tennis’: 4 a.m. finishes dubbed ‘crazy’ after Andy Murray’s grueling Australian Open victory,CNN,"It was 4:05 a.m. in Melbourne when Andy Murray drilled a backhand winner past Thanasi Kokkinakis, finally ending a marathon contest which had started five hours and 45 minutes earlier.",sport,"andy murray, australia, australian open, brand safety-nsf profanity, brand safety-nsf sensitive, continents and regions, grand slam tournaments, iab-sports, iab-tennis, oceania, professional tennis, sports and recreation, sports events, sports figures, tennis, tennis events"
138,2023-01-20T10:55:50Z,Lionel Messi and Cristiano Ronaldo both score in thrilling exhibition match in Saudi Arabia,CNN,Lionel Messi and Cristiano Ronaldo put on a show as they came head to head in Paris Saint-Germain’s 5-4 win over a Riyadh All-Star XI on Thursday.,sport,"continents and regions, cristiano ronaldo, europe, football (soccer), france, iab-soccer, iab-sports, ligue 1, lionel messi, middle east, middle east and north africa, paris saint-germain fc, qatar, saudi arabia, sports and recreation, sports figures, sports organizations and teams, western europe"
139,2023-01-20T10:32:36Z,‘I think this would be a good movie’: Why a Georgia realtor was invited to play The Masters,CNN,A golf fan from Georgia explains the extraordinary coincidences that led to him being sent an invite to The Masters meant for his namesake – pro golfer Scott Stallings.,sport,"arts and entertainment, business and industry sectors, business, economy and trade, continents and regions, domestic alerts, domestic-us news, georgia, golf, golf events, iab-attractions, iab-business and finance, iab-entertainment, iab-entertainment industry, iab-golf, iab-industries, iab-movies, iab-outdoor attractions, iab-real estate, iab-real estate industry, iab-sports, international alerts, international-us news, major championships (golf), masters golf tournament, movies, north america, real estate, real estate agents, southeastern united states, sports and recreation, sports events, the americas, united states"
140,2023-01-20T00:12:40Z,Jessica Pegula: The daughter of a US billionaire who could be America’s next grand slam champion,CNN,"For many, the new year offers a chance to strive to be better – at work, in relationships or to achieve one’s wildest dreams.",sport,
141,2023-01-20T10:04:40Z,American Michael Mmoh in dreamland after lucky break at Australian Open,CNN,American Michael Mmoh is afraid he will wake up and realize his run to the Australian Open third round was just a dream.,sport,"australian open, grand slam tournaments, iab-sports, iab-tennis, professional tennis, sports and recreation, sports events, tennis, tennis events"
142,2023-01-20T09:55:37Z,Andrey Rublev complains fans with Ukraine flag were saying ‘bad things’ to him during Australian Open,CNN,"Andrey Rublev complained to the umpire in his second-round match at the Australian Open on Thursday about fans, who were holding a Ukrainian flag, of saying “bad things” to him.",sport,"andrey rublev, australian open, continents and regions, domestic alerts, domestic-international news, eastern europe, europe, grand slam tournaments, iab-sports, iab-tennis, professional tennis, russia, russia-ukraine conflict, sports and recreation, sports events, sports figures, tennis, tennis events, ukraine, unrest, conflicts and war"
143,2023-01-20T08:25:48Z,Andy Murray left fuming as he’s not allowed to use toilet during five-set marathon at Australian Open,CNN,Andy Murray was left fuming after he was denied a chance to go to the toilet in the middle of his five-set marathon against Thanasi Kokkinakis at the Australian Open.,sport,"andy murray, australian open, brand safety-nsf profanity, brand safety-nsf sensitive, endurance sports, grand slam tournaments, iab-attractions, iab-fitness and exercise, iab-healthy living, iab-outdoor attractions, iab-running and jogging, iab-sports, iab-tennis, marathons, novak djokovic, professional tennis, referees and umpires, running and jogging, sports and recreation, sports events, sports figures, tennis, tennis events"
144,2023-01-20T05:46:04Z,Three more charged with alleged murder of teen walking home from school,CNN,Three more people have been charged with the alleged murder of a 15-year-old boy who died after sustaining head injuries while walking home from school with a group of friends.,world,
145,2023-01-20T05:01:04Z,Capture of Mafia boss Matteo Messina Denaro raises questions over how he stayed free for so long,CNN,The arrest of Cosa Nostra mob boss Matteo Messina Denaro at a private health clinic in Palermo on Monday stunned many around the world due to the extraordinary length of time he’d been on the run – but came as little surprise for some who watched the Mafia more closely.,world,"arrests, brand safety-nsf crime, brand safety-nsf death, brand safety-nsf sensitive, brand safety-nsf violence, continents and regions, crime, law enforcement and corrections, crimes against persons, criminal law, criminal offenses, europe, homicide, iab-crime, iab-law, italy, law and legal system, law courts and tribunals, law enforcement, matteo messina denaro, misc people, murder, organized crime, southern europe"
146,2023-01-20T04:50:48Z,Putin loyalist dials up nuclear rhetoric as NATO partners push for more weapons for Ukraine,CNN,"Dmitry Medvedev, the deputy head of Russia’s Security Council and key ally of President Vladimir Putin, warned on Thursday that defeat for Russia in Ukraine could lead to nuclear conflict.",world,
147,2023-01-19T14:57:36Z,Charlotte FC soccer player Anton Walkes dies at age 25 following boating accident,CNN,"Anton Walkes, a defender for Major League Soccer team Charlotte FC, has died from injuries suffered in a boating accident at age 25, the Florida Fish and Wildlife Conservation Commission (FWC) said in a statement.",sport,"accidental fatalities, accidents, accidents, disasters and safety, athletes, atlanta united, brand safety-nsf accidents and disasters, brand safety-nsf death, brand safety-nsf sensitive, charlotte, continents and regions, death and dying, deaths and fatalities, domestic alerts, domestic-us news, football (soccer), iab-bereavement, iab-disasters, iab-family and relationships, iab-soccer, iab-sports, international alerts, international-us news, mls, mls eastern conference, north america, north carolina, ship and boat accidents, society, southeastern united states, sports and recreation, sports organizations and teams, the americas, united states"
148,2023-01-19T17:17:57Z,"Andy Murray wins another five-set epic, beating Thanasi Kokkinakis in wild 4 a.m. finish at the Australian Open",CNN,"Andy Murray produced yet another Herculean effort at the Australian Open, coming back from two sets and a break down against home favorite Thanasi Kokkinakis in a match that went on past 4 a.m. in Melbourne.",sport,"andy murray, australian open, grand slam tournaments, iab-sports, iab-tennis, professional tennis, sports and recreation, sports events, sports figures, tennis, tennis events"
149,2023-01-19T14:22:36Z,"Andre Agassi, John McEnroe, Andy Roddick and Michael Chang to compete for $1 million … pickleball prize",CNN,"Tennis legends Andre Agassi, John McEnroe, Andy Roddick and Michael Chang will go head-to-head later this year in pursuit of a $1 million prize – playing pickleball.",sport,
150,2023-01-19T17:22:04Z,LIV Golf signs multi-year TV deal with CW Network,CNN,LIV Golf announced a multi-year TV deal with the CW Network after what it describes as a “competitive bidding process” on Thursday.,sport,"golf events, iab-attractions, iab-outdoor attractions, iab-sports, liv golf, sports events"
151,2023-01-19T14:07:56Z,‘The guy’s drunk out of his mind’: Novak Djokovic demands fan get kicked out of Australian Open match after being heckled,CNN,"Novak Djokovic has become accustomed to enduring heckling spectators when he plays tennis. Alongside Nick Kyrgios, he is public enemy No. 1 among a number of fans.",sport,"australian open, grand slam tournaments, iab-sports, iab-tennis, nick kyrgios, novak djokovic, professional tennis, sports and recreation, sports events, sports figures, tennis, tennis events"
